Title	Wiki_text	Clean_wiki_text	Wikidata_desc	Clean_wikidata_desc	Category
List of Oxford United F.C. seasons	"<p class=""mw-empty-elt""> </p> <p> Oxford United Football Club is an English association football club originally formed in 1893 under the name Headington United. The club played in local Oxfordshire leagues until being elected into the Southern League in 1949. It was at this time the club turned professional. The club adopted its present name in 1960 and was elected into the Football League in 1962, replacing Accrington Stanley. Promotion to the Third Division followed in 1965, and the club were promoted again 3 years later and enjoyed an eight-year spell in the Football League Second Division, before being relegated. ""The U's"" reached the top tier of English football in 1985 after successive promotions, where they stayed for 3 years. During this time United won their only piece of major silverware, the 1986 Football League Cup. </p><p>Apart from relegation to the redesignated Second Division (the old Third Division after the creation of the Premier League) and subsequent promotion shortly afterwards, Oxford United remained in the second tier for eleven years until 1999. After this a decline set in, with two relegations in three years to the Football League Third Division, the fourth tier of English football. In 2006 Oxford became the first club to have reached the First Division and won a major trophy to be relegated from the Football League. One of the teams to be promoted were Conference champions Accrington Stanley, 44 years after Accrington lost their league status to Oxford. United gained promotion back to the Football League after beating York City 3–1 in the 2010 Conference Premier play-off Final. After six seasons in League Two they finished 2nd in the table and were promoted to League One, the third tier of the English football pyramid. </p>"	oxford united football club is an english association football club originally formed in 1893 under the name headington united the club played in local oxfordshire leagues until being elected into the southern league in 1949 it was at this time the club turned professional the club adopted its present name in 1960 and was elected into the football league in 1962 replacing accrington stanley promotion to the third division followed in 1965 and the club were promoted again 3 years later and enjoyed an eightyear spell in the football league second division before being relegated the us reached the top tier of english football in 1985 after successive promotions where they stayed for 3 years during this time united won their only piece of major silverware the 1986 football league cup apart from relegation to the redesignated second division the old third division after the creation of the premier league and subsequent promotion shortly afterwards oxford united remained in the second tier for eleven years until 1999 after this a decline set in with two relegations in three years to the football league third division the fourth tier of english football in 2006 oxford became the first club to have reached the first division and won a major trophy to be relegated from the football league one of the teams to be promoted were conference champions accrington stanley 44 years after accrington lost their league status to oxford united gained promotion back to the football league after beating york city 3–1 in the 2010 conference premier playoff final after six seasons in league two they finished 2nd in the table and were promoted to league one the third tier of the english football pyramid	Wikimedia list article	wikimedia list article	Sports_teams
List of Scarborough F.C. seasons	"<p class=""mw-empty-elt""> </p> <p>Scarborough Football Club started competing in English football from 1887, when the club first competed in the FA Cup, to 2007, when it was liquidated. This list details the club's achievements in all major competitions, and the top scorers for each season. </p><p>The club was formed in 1879 and during the early 1880s the club participated in the Scarborough &amp; East Riding County Cup, but took no part in any league. They went on to compete in the Cleveland Amateur League but left after one season, gaining admission to play in the Northern League Second Division for the 1898–99 season. They played in the Yorkshire Combination from 1910 to 1914, but were made to return to the Northern League after the league collapsed. After turning professional, the club competed in the Yorkshire League but after one season there they joined the Midland League, which fielded stronger teams.</p><p>Scarborough competed in the Midland League for 26 seasons, which were disrupted by a seven-year absence from 1939 to 1946 due to the Second World War. In 1960 they joined the Northern Counties League. After two seasons, they joined the re-formed North Eastern League for the 1962–63 season, which Scarborough finished as champions. Following this season, Scarborough rejoined the Midland League for five seasons before becoming founder members of the Northern Premier League. The 1972–73 season saw Scarborough finish as runners-up in the league and as winners of the FA Trophy, a competition which the club won on a further two occasions, in 1976 and 1977.</p><p>The club became founder members of the Alliance Premier League in 1979, and were the division's champions for the 1986–87 season, when it was renamed the Football Conference. This ensured the club's entry to the Football League Fourth Division as the first non-league team to gain automatic promotion to The Football League. In their second season in the Fourth Division Scarborough reached the play-offs, where they were beaten by Leyton Orient 2–1 on aggregate. The play-offs were again reached in 1998, but a 7–2 aggregate defeat by Torquay United meant elimination in the semi-final. The following season the club finished bottom of the Football League, and endured relegation to the Conference. They played there until falling to the Conference North for the 2006–07 season. This was Scarborough's final season, as they folded in June 2007.</p>"	scarborough football club started competing in english football from 1887 when the club first competed in the fa cup to 2007 when it was liquidated this list details the clubs achievements in all major competitions and the top scorers for each season the club was formed in 1879 and during the early 1880s the club participated in the scarborough amp east riding county cup but took no part in any league they went on to compete in the cleveland amateur league but left after one season gaining admission to play in the northern league second division for the 1898–99 season they played in the yorkshire combination from 1910 to 1914 but were made to return to the northern league after the league collapsed after turning professional the club competed in the yorkshire league but after one season there they joined the midland league which fielded stronger teamsscarborough competed in the midland league for 26 seasons which were disrupted by a sevenyear absence from 1939 to 1946 due to the second world war in 1960 they joined the northern counties league after two seasons they joined the reformed north eastern league for the 1962–63 season which scarborough finished as champions following this season scarborough rejoined the midland league for five seasons before becoming founder members of the northern premier league the 1972–73 season saw scarborough finish as runnersup in the league and as winners of the fa trophy a competition which the club won on a further two occasions in 1976 and 1977the club became founder members of the alliance premier league in 1979 and were the divisions champions for the 1986–87 season when it was renamed the football conference this ensured the clubs entry to the football league fourth division as the first nonleague team to gain automatic promotion to the football league in their second season in the fourth division scarborough reached the playoffs where they were beaten by leyton orient 2–1 on aggregate the playoffs were again reached in 1998 but a 7–2 aggregate defeat by torquay united meant elimination in the semifinal the following season the club finished bottom of the football league and endured relegation to the conference they played there until falling to the conference north for the 2006–07 season this was scarboroughs final season as they folded in june 2007	Wikimedia list article	wikimedia list article	Sports_teams
List of Swansea City A.F.C. seasons	"<p class=""mw-empty-elt""> </p> <p>This is a list of seasons played by Swansea City Association Football Club in English and European football. It covers the period from the club's inaugural season in 1912, to the end of the last completed season. It details the club's achievements in all major competitions, together with top scorers. Details of the abandoned 1939–40 season and unofficial Second World War leagues are not included. </p><p>Swansea have won the League Cup once, the Football League Trophy twice and the Welsh Cup 10 times. They have also qualified for UEFA Cup Winners' Cup 7 times and the UEFA Europa League once. In 2011, Swansea became the first Welsh club to play in the Premier League. </p> "	this is a list of seasons played by swansea city association football club in english and european football it covers the period from the clubs inaugural season in 1912 to the end of the last completed season it details the clubs achievements in all major competitions together with top scorers details of the abandoned 1939–40 season and unofficial second world war leagues are not included swansea have won the league cup once the football league trophy twice and the welsh cup 10 times they have also qualified for uefa cup winners cup 7 times and the uefa europa league once in 2011 swansea became the first welsh club to play in the premier league	Wikimedia list article	wikimedia list article	Sports_teams
List of Milton Keynes Dons F.C. seasons	"<p class=""mw-empty-elt""> </p><p class=""mw-empty-elt""> </p> <p>Milton Keynes Dons Football Club (usually abbreviated to MK Dons) is a professional association football club based in Milton Keynes, Buckinghamshire, England, founded in 2004. The club was formed from Wimbledon F.C. after the latter had relocated to Milton Keynes. The club renamed itself as the 'Milton Keynes Dons' but subsequently considers itself to be a new club founded in 2004 (the club badge includes MMIV - Roman Numerals for 2004). </p><p>The MK Dons continued in Wimbledon's league place which, after relegation in the previous season, was in the 2004–05 Football League One. After two seasons in the third tier of English football, they were relegated to the fourth tier (League Two). They were promoted in their second League Two season, as champions. Their second spell in League One lasted seven seasons, when in 2015, they finished in second place and therefore moved up to the Football League Championship. However in 2016, they were relegated back down to League One.</p><p>As of the end of 2021–22, the club's first team had spent one season in the second tier of English football, fourteen seasons in the third tier and three in the fourth. The table details their achievements in first-team competitions, and records their top goalscorer and average home league attendance, for each completed season since their first appearance under its present name in the Football League in 2004–05. </p>"	milton keynes dons football club usually abbreviated to mk dons is a professional association football club based in milton keynes buckinghamshire england founded in 2004 the club was formed from wimbledon fc after the latter had relocated to milton keynes the club renamed itself as the milton keynes dons but subsequently considers itself to be a new club founded in 2004 the club badge includes mmiv roman numerals for 2004 the mk dons continued in wimbledons league place which after relegation in the previous season was in the 2004–05 football league one after two seasons in the third tier of english football they were relegated to the fourth tier league two they were promoted in their second league two season as champions their second spell in league one lasted seven seasons when in 2015 they finished in second place and therefore moved up to the football league championship however in 2016 they were relegated back down to league oneas of the end of 2021–22 the clubs first team had spent one season in the second tier of english football fourteen seasons in the third tier and three in the fourth the table details their achievements in firstteam competitions and records their top goalscorer and average home league attendance for each completed season since their first appearance under its present name in the football league in 2004–05	Wikimedia list article	wikimedia list article	Sports_teams
List of Leeds United F.C. seasons	"<p class=""mw-empty-elt""> </p> <p class=""mw-empty-elt""> </p> <p>Leeds United Football Club were founded in October 1919, taking the place in the Midland League vacated by Leeds City Reserves, and were elected to The Football League for the 1920–21 season. They won the Second Division title four years later to gain promotion to the top tier of English football, but had to wait almost 50 years before winning any major silverware, with success in the 1968 Football League Cup Final accompanied by success in Europe in the final of the Inter-Cities Fairs Cup. The following season brought league success when Leeds won the First Division championship. Their success continued into the 1970s with victory in the 1971 Inter-Cities Fairs Cup Final, the 1972 FA Cup Final, another league title in the 1973–74 season and runners-up in the 1975 European Cup Final. Leeds won the Second Division title in the 1989–90 season and were promoted back to the First Division. A third league title in the 1991–92 season, a second FA Charity Shield in the 1992 FA Charity Shield and a semi-final appearance in the UEFA Champions League in 2001, preceded a period of turbulence which culminated in relegation to League One in the 2006–07 season. They dropped out of the top two tiers of English football for the first time in their history, in a season that saw them deducted ten points for going into administration. In 2010, Leeds United were promoted back into the Championship. Ten years later, in 2020, the club were promoted back to the Premier League after a 16-year absence. </p><p>Leeds United have won the League Championship three times, four Second Division titles, the FA Cup once, the EFL Cup once, the Charity Shield twice and the Inter-Cities Fairs Cup twice. All these honours were won under the management of either Arthur Fairclough, Don Revie, Howard Wilkinson and Marcelo Bielsa . The club have also been runners-up five times in the League Championship, three times in the FA Cup, once each in the EFL Cup, the Charity Shield, the Inter-Cities Fairs Cup, the Cup Winners' Cup and the European Cup, and lost the play-off to keep the Inter-City Fairs Cup trophy.</p>"	leeds united football club were founded in october 1919 taking the place in the midland league vacated by leeds city reserves and were elected to the football league for the 1920–21 season they won the second division title four years later to gain promotion to the top tier of english football but had to wait almost 50 years before winning any major silverware with success in the 1968 football league cup final accompanied by success in europe in the final of the intercities fairs cup the following season brought league success when leeds won the first division championship their success continued into the 1970s with victory in the 1971 intercities fairs cup final the 1972 fa cup final another league title in the 1973–74 season and runnersup in the 1975 european cup final leeds won the second division title in the 1989–90 season and were promoted back to the first division a third league title in the 1991–92 season a second fa charity shield in the 1992 fa charity shield and a semifinal appearance in the uefa champions league in 2001 preceded a period of turbulence which culminated in relegation to league one in the 2006–07 season they dropped out of the top two tiers of english football for the first time in their history in a season that saw them deducted ten points for going into administration in 2010 leeds united were promoted back into the championship ten years later in 2020 the club were promoted back to the premier league after a 16year absence leeds united have won the league championship three times four second division titles the fa cup once the efl cup once the charity shield twice and the intercities fairs cup twice all these honours were won under the management of either arthur fairclough don revie howard wilkinson and marcelo bielsa the club have also been runnersup five times in the league championship three times in the fa cup once each in the efl cup the charity shield the intercities fairs cup the cup winners cup and the european cup and lost the playoff to keep the intercity fairs cup trophy	Wikimedia list article	wikimedia list article	Sports_teams
List of Bradford City A.F.C. seasons	"<p class=""mw-empty-elt""> </p> <p class=""mw-empty-elt""> </p> <p>Bradford City Association Football Club were formed in 1903 and were elected into the Second Division before they had even played a game. Bradford City and Chelsea, in 1905, remain the only teams to be elected into the league before playing a competitive fixture. The club were promoted to the First Division when they won the Second Division title in 1907–08. In 1910–11 the club recorded their highest league position of fifth and also won their only major honour when captain Jimmy Speirs lifted the FA Cup after he scored the only goal to defeat Newcastle United 1–0 in the final replay. Bradford City's honours also include the Third Division North title in 1928–29 and the Third Division crown in 1984–85, as well as the Third Division North Challenge Cup in 1938–39. </p><p>Bradford City have spent two seasons in the Premier League. In 1999–2000, they avoided relegation with just 36 points, then a record low to stay up, after defeating Liverpool 1–0 in the final game with a headed goal from David Wetherall. The club have won promotion in a total of eight seasons and been relegated on ten occasions; three relegations in the previous seven seasons meant the 2007–08 season was their first in the fourth tier in 26 years. Bradford City have also played in European competition when they took one of England's two places in the Intertoto Cup in 2000. They defeated FK Atlantas and RKC Waalwijk before being knocked out by FC Zenit Saint Petersburg in the semi-finals.</p>"	bradford city association football club were formed in 1903 and were elected into the second division before they had even played a game bradford city and chelsea in 1905 remain the only teams to be elected into the league before playing a competitive fixture the club were promoted to the first division when they won the second division title in 1907–08 in 1910–11 the club recorded their highest league position of fifth and also won their only major honour when captain jimmy speirs lifted the fa cup after he scored the only goal to defeat newcastle united 1–0 in the final replay bradford citys honours also include the third division north title in 1928–29 and the third division crown in 1984–85 as well as the third division north challenge cup in 1938–39 bradford city have spent two seasons in the premier league in 1999–2000 they avoided relegation with just 36 points then a record low to stay up after defeating liverpool 1–0 in the final game with a headed goal from david wetherall the club have won promotion in a total of eight seasons and been relegated on ten occasions three relegations in the previous seven seasons meant the 2007–08 season was their first in the fourth tier in 26 years bradford city have also played in european competition when they took one of englands two places in the intertoto cup in 2000 they defeated fk atlantas and rkc waalwijk before being knocked out by fc zenit saint petersburg in the semifinals	Wikimedia list article	wikimedia list article	Sports_teams
List of Maidstone United F.C. seasons	<p> This is a <b>list of seasons played by Maidstone United in English football</b>. It covers the period from the club's formation to the end of the last completed season. Where available it details the club's achievements in all competitions, together with the top scorers and the average attendances for each season. </p>	this is a list of seasons played by maidstone united in english football it covers the period from the clubs formation to the end of the last completed season where available it details the clubs achievements in all competitions together with the top scorers and the average attendances for each season	Wikimedia list article	wikimedia list article	Sports_teams
List of Oldham Athletic A.F.C. seasons	"<p class=""mw-empty-elt""> </p> <p>This is a list of seasons completed by Oldham Athletic A.F.C. in English football, from 1904—when the club began playing professionally—to the most recent completed season. The list details accomplishments in all competitions the club has entered. The club has never participated in any major competitions outside of the United Kingdom. </p>"	this is a list of seasons completed by oldham athletic afc in english football from 1904—when the club began playing professionally—to the most recent completed season the list details accomplishments in all competitions the club has entered the club has never participated in any major competitions outside of the united kingdom	Wikimedia list article	wikimedia list article	Sports_teams
List of Port Vale F.C. seasons	"<p> Port Vale Football Club is an English professional association football club based in Burslem, Stoke-on-Trent, Staffordshire, playing in EFL League Two, the fourth level of the English football league system. After becoming one of the more prominent football clubs in Staffordshire, Burslem Port Vale were invited to become founder members of the Football League Second Division in 1892. They spent 13 non-consecutive seasons in the division, punctuated by two seasons in the Midland League, before they resigned due to financial difficulties and entered liquidation in 1907. The name of Port Vale continued in the North Staffordshire Federation League, and this new club were successful enough to be reinstated into the Football League in October 1919. They spent 16 non-consecutive seasons in the Second Division, punctuated by them winning the Third Division North title in 1929–30, before dropping back into the third tier for a much longer stay at the end of the 1935–36 campaign. The 1953–54 season saw manager Freddie Steele's ""Iron Curtain"" defence win both a Third Division North title and a semi-final place in the FA Cup. They failed to build on this success however, though went on to finish as champions of the first ever Fourth Division season under Norman Low's stewardship in 1958–59. </p><p>The club had little success throughout the 1960s and 1970s, despite being briefly managed by Stanley Matthews, and in fact were forced to apply for re-election after breaking FA rules on illegal payments in 1968. Gordon Lee guided the club to promotion back to the Third Division the following season, where they would remain until relegation at the end of the 1977–78 campaign. John McGrath steered the club to promotion in 1982–83, though he departed after relegation became inevitable the following season. His assistant, John Rudge, stepped up to become the club's longest-serving and most successful manager, leading the club from 1983 to 1999. Under his leadership Port Vale won promotions in 1985–86, 1988–89 and 1993–94, lifted the League Trophy in 1993 and reached a post-war record finish of eighth in the second tier in the 1996–97 season. After Rudge's reign ended the club entered a decline, slipping into the fourth tier whilst twice entering administration in 2003 and 2012. The decline was arrested when Norman Smurthwaite brought the club out of administration in 2012 and manager Micky Adams achieved automatic promotion from League Two in the 2012–13 season, though they were relegated back into League Two at the end of the 2016–17 season after a failed experiment with a continental staff and playing style. </p><p>First team matches were recorded for the first time in 1882, meaning records go back over 125 years, friendlies are not included in this data (including goal tallies). As of the 2021–22 season, Port Vale have never played top-flight football, they have spent 41 seasons in the second tier, 46 seasons in the third tier, 23 seasons in the fourth tier of the Football League, as well as 16 seasons in non-League football. No team has played more second tier seasons or Football League seasons in total (110) without ever reaching the top-flight.</p>"	port vale football club is an english professional association football club based in burslem stokeontrent staffordshire playing in efl league two the fourth level of the english football league system after becoming one of the more prominent football clubs in staffordshire burslem port vale were invited to become founder members of the football league second division in 1892 they spent 13 nonconsecutive seasons in the division punctuated by two seasons in the midland league before they resigned due to financial difficulties and entered liquidation in 1907 the name of port vale continued in the north staffordshire federation league and this new club were successful enough to be reinstated into the football league in october 1919 they spent 16 nonconsecutive seasons in the second division punctuated by them winning the third division north title in 1929–30 before dropping back into the third tier for a much longer stay at the end of the 1935–36 campaign the 1953–54 season saw manager freddie steeles iron curtain defence win both a third division north title and a semifinal place in the fa cup they failed to build on this success however though went on to finish as champions of the first ever fourth division season under norman lows stewardship in 1958–59 the club had little success throughout the 1960s and 1970s despite being briefly managed by stanley matthews and in fact were forced to apply for reelection after breaking fa rules on illegal payments in 1968 gordon lee guided the club to promotion back to the third division the following season where they would remain until relegation at the end of the 1977–78 campaign john mcgrath steered the club to promotion in 1982–83 though he departed after relegation became inevitable the following season his assistant john rudge stepped up to become the clubs longestserving and most successful manager leading the club from 1983 to 1999 under his leadership port vale won promotions in 1985–86 1988–89 and 1993–94 lifted the league trophy in 1993 and reached a postwar record finish of eighth in the second tier in the 1996–97 season after rudges reign ended the club entered a decline slipping into the fourth tier whilst twice entering administration in 2003 and 2012 the decline was arrested when norman smurthwaite brought the club out of administration in 2012 and manager micky adams achieved automatic promotion from league two in the 2012–13 season though they were relegated back into league two at the end of the 2016–17 season after a failed experiment with a continental staff and playing style first team matches were recorded for the first time in 1882 meaning records go back over 125 years friendlies are not included in this data including goal tallies as of the 2021–22 season port vale have never played topflight football they have spent 41 seasons in the second tier 46 seasons in the third tier 23 seasons in the fourth tier of the football league as well as 16 seasons in nonleague football no team has played more second tier seasons or football league seasons in total 110 without ever reaching the topflight	Wikimedia list article	wikimedia list article	Sports_teams
List of Reading F.C. seasons	"<p class=""mw-empty-elt""> </p> <p class=""mw-empty-elt""> </p><p>This is a list of seasons played by Reading F.C. in the English Football League. The team, established in 1871, competes in the Championship, the second football league in England. Established in 1871, the club first entered the FA Cup in 1878–79 but did not play league football until the 1920–21 season. </p><p>The club has competed in all four tiers of the English Football League and has won the Championship twice, the Football League Second Division three times, the Football League Third Division once, reached the FA Cup semi-finals twice, reached the EFL Cup quarter-finals twice, won the London War Cup, won the Full Members Cup, won the Football League Third Division South Cup and won the Berks &amp; Bucks Senior Cup three times. </p>"	this is a list of seasons played by reading fc in the english football league the team established in 1871 competes in the championship the second football league in england established in 1871 the club first entered the fa cup in 1878–79 but did not play league football until the 1920–21 season the club has competed in all four tiers of the english football league and has won the championship twice the football league second division three times the football league third division once reached the fa cup semifinals twice reached the efl cup quarterfinals twice won the london war cup won the full members cup won the football league third division south cup and won the berks amp bucks senior cup three times	Wikimedia list article	wikimedia list article	Sports_teams
List of Stoke City F.C. seasons	"<p class=""mw-empty-elt""> </p> <p>Stoke City Football Club is an English professional football club based in the city of Stoke-on-Trent, Staffordshire. The club was formed in 1863 and played their first competitive match in November 1883 in the FA Cup. They were founder members of the Football League in 1888, in which they struggled finishing bottom in the first two seasons and failed to gain re-election for the 1890–91 meaning that they played in the Football Alliance. They won the Alliance and re-joined the league. Stoke continued to struggle financially and in 1908 the club was liquidated and had to resign from the league. They re-branded as Stoke F.C. (1908) and joined the Birmingham &amp; District League and Southern Football League before regaining their league status for the 1919–20 season.</p><p>As a Football League team Stoke have won two divisional titles at the second and third levels of the English football league system. They have been promoted eight times and suffered relegation on seven occasions. They played in the 2011 FA Cup Final, losing to Manchester City and their best achievement is in the League Cup which they beat Chelsea in the 1972 Final. As of the end of the 2021–22 season, the club has spent 62 seasons in the top tier of the English football league system, 45 in the second and 8 in the third. </p>"	stoke city football club is an english professional football club based in the city of stokeontrent staffordshire the club was formed in 1863 and played their first competitive match in november 1883 in the fa cup they were founder members of the football league in 1888 in which they struggled finishing bottom in the first two seasons and failed to gain reelection for the 1890–91 meaning that they played in the football alliance they won the alliance and rejoined the league stoke continued to struggle financially and in 1908 the club was liquidated and had to resign from the league they rebranded as stoke fc 1908 and joined the birmingham amp district league and southern football league before regaining their league status for the 1919–20 seasonas a football league team stoke have won two divisional titles at the second and third levels of the english football league system they have been promoted eight times and suffered relegation on seven occasions they played in the 2011 fa cup final losing to manchester city and their best achievement is in the league cup which they beat chelsea in the 1972 final as of the end of the 2021–22 season the club has spent 62 seasons in the top tier of the english football league system 45 in the second and 8 in the third	Wikimedia list article	wikimedia list article	Sports_teams
List of Tottenham Hotspur F.C. seasons	"<p class=""mw-empty-elt""> </p> <p class=""mw-empty-elt""> </p><p>This is a list of <b>seasons played by Tottenham Hotspur Football Club</b> in English football, from the year they first began league play, in 1896 in the Southern League, to the present day. It details the club's record in first class competitions, and the top scorers for each season. Records of exhibitions and minor competitions such as the London Senior Cup are not included. </p><p>The club has won the Southern League once, the London League once, the Western League once, the League Championship twice, the FA Cup eight times, the League Cup four times, the Charity Shield four times outright and three times shared, the Southern Charity Cup twice outright and once shared, the London Professional Football Charity Fund match eleven times outright and twice shared, the London FA Charity Cup twice, the European Cup Winners' Cup once, the UEFA Cup twice, and the Anglo-Italian League Cup-Winners' Cup once. </p><p>Top scorers in <b>bold</b> were also the top scorers in the English league that season. </p>"	this is a list of seasons played by tottenham hotspur football club in english football from the year they first began league play in 1896 in the southern league to the present day it details the clubs record in first class competitions and the top scorers for each season records of exhibitions and minor competitions such as the london senior cup are not included the club has won the southern league once the london league once the western league once the league championship twice the fa cup eight times the league cup four times the charity shield four times outright and three times shared the southern charity cup twice outright and once shared the london professional football charity fund match eleven times outright and twice shared the london fa charity cup twice the european cup winners cup once the uefa cup twice and the angloitalian league cupwinners cup once top scorers in bold were also the top scorers in the english league that season	Wikimedia list article	wikimedia list article	Sports_teams
List of Walsall F.C. seasons	"<p class=""mw-empty-elt""> </p><p class=""mw-empty-elt""> </p> <p>Walsall Football Club was formed in 1888 when Walsall Town and Walsall Swifts amalgamated. They joined the Football League in 1892, as founder members of the new Second Division. </p><p>The table below details the club's achievements in all national competitions and records their average attendance and top goalscorer for each completed league season. </p>"	walsall football club was formed in 1888 when walsall town and walsall swifts amalgamated they joined the football league in 1892 as founder members of the new second division the table below details the clubs achievements in all national competitions and records their average attendance and top goalscorer for each completed league season	Wikimedia list article	wikimedia list article	Sports_teams
List of Wigan Athletic F.C. seasons	"<p class=""mw-empty-elt""> </p><p class=""mw-empty-elt""> </p> <p>Wigan Athletic Football Club was founded in 1932 and joined the Football League in 1978. The team played in the Premier League for the first time in 2005–06. The table details the club's achievements in all first team competitions, and records their top goalscorer, for each completed season. </p>"	wigan athletic football club was founded in 1932 and joined the football league in 1978 the team played in the premier league for the first time in 2005–06 the table details the clubs achievements in all first team competitions and records their top goalscorer for each completed season	Wikimedia list article	wikimedia list article	Sports_teams
List of Alfreton Town F.C. seasons	"<p class=""mw-empty-elt""> </p> <p class=""mw-empty-elt""> </p> <p>Alfreton Town Football Club is an English semi-professional association football club based in Alfreton, Derbyshire. As of the 2013–14 season they compete in the Conference Premier, the fifth tier of English football. The present club was formed in 1959 through the merger of Alfreton Miners Welfare and Alfreton United, though a previous incarnation of the team played for two seasons in the Midland Football League and entered the FA Cup five times between 1924 and 1929.</p><p>After the clubs re-formation they spent two seasons in Division One North of the Central Alliance before being readmitted to the Midland League. In 21 seasons Alfreton won the title three times and finished as runners-up on a further three occasions. The league merged with the Yorkshire Football League to form the Northern Counties East Football League in 1982 and it was after five seasons that Alfreton won their first ever promotion, having finished as champions in 1986–87.</p><p>In 1996 the side won promotion to the Northern Premier League Premier Division but struggled, lasting only two seasons before suffering back-to-back relegations. After three seasons back in the Northern Counties East League they achieved consecutive promotions, returning to the Northern Premier League Premier Division where they finished fourth, then the club's highest ever league finish. Founding members of the Conference North in 2004, several years of consolidation were followed by consecutive third place finishes and then the league title in 2010–11. Promotion to the Conference Premier saw the team competing in a national league competition for the first time. </p><p>Alfreton first entered the FA Cup in the 1924–25 season and have progressed to the second round proper on two occasions, in 2008–09 and 2012–13. They played in the inaugural edition of the FA Trophy and have appeared in every competition since, barring three seasons in the FA Vase after dropping to Step 5 of the National League System. Since the club's re-formation Alfreton have also taken part in the every staging of the Derbyshire Senior Cup, winning eight times and finishing as runners-up on a further eight occasions.</p>"	alfreton town football club is an english semiprofessional association football club based in alfreton derbyshire as of the 2013–14 season they compete in the conference premier the fifth tier of english football the present club was formed in 1959 through the merger of alfreton miners welfare and alfreton united though a previous incarnation of the team played for two seasons in the midland football league and entered the fa cup five times between 1924 and 1929after the clubs reformation they spent two seasons in division one north of the central alliance before being readmitted to the midland league in 21 seasons alfreton won the title three times and finished as runnersup on a further three occasions the league merged with the yorkshire football league to form the northern counties east football league in 1982 and it was after five seasons that alfreton won their first ever promotion having finished as champions in 1986–87in 1996 the side won promotion to the northern premier league premier division but struggled lasting only two seasons before suffering backtoback relegations after three seasons back in the northern counties east league they achieved consecutive promotions returning to the northern premier league premier division where they finished fourth then the clubs highest ever league finish founding members of the conference north in 2004 several years of consolidation were followed by consecutive third place finishes and then the league title in 2010–11 promotion to the conference premier saw the team competing in a national league competition for the first time alfreton first entered the fa cup in the 1924–25 season and have progressed to the second round proper on two occasions in 2008–09 and 2012–13 they played in the inaugural edition of the fa trophy and have appeared in every competition since barring three seasons in the fa vase after dropping to step 5 of the national league system since the clubs reformation alfreton have also taken part in the every staging of the derbyshire senior cup winning eight times and finishing as runnersup on a further eight occasions	Wikimedia list article	wikimedia list article	Sports_teams
List of Rochdale A.F.C. seasons	"<p class=""mw-empty-elt""> </p><p> Rochdale Association Football Club is an English professional association football club based in the town of Rochdale in Greater Manchester. The club plays in the Football League One, the third tier in the English football league system. The club's colours are black and blue and they play their home games at Spotland Stadium, which has a capacity of 10,249. Formed in 1907 and nicknamed <i>the Dale</i>, they were accepted into the Football League in 1921. Since then, the club has remained in the bottom two professional divisions of English Football. </p> "	rochdale association football club is an english professional association football club based in the town of rochdale in greater manchester the club plays in the football league one the third tier in the english football league system the clubs colours are black and blue and they play their home games at spotland stadium which has a capacity of 10249 formed in 1907 and nicknamed the dale they were accepted into the football league in 1921 since then the club has remained in the bottom two professional divisions of english football	Wikimedia list article	wikimedia list article	Sports_teams
