Title	Wiki_text	Clean_wiki_text	Wikidata_desc	Clean_wikidata_desc	Category
Evel Knievel (2004 film)	<p><i><b>Evel Knievel</b></i> is a 2004 American drama film directed by John Badham and written by Jason Horwitch. The film stars George Eads, Jaime Pressly, Lance Henriksen, Fred Thompson, Beau Bridges, Matt Gordon and Peter MacNeill. The film premiered on TNT on July 30, 2004. The movie is well known for its many gaffes and inaccurate portrayal of Knievel and his career. </p>	a on macneill jason his horwitch tnt it fred gordon lance peter badham star inaccurate henriksen of beau premiered matt 2004 is by portrayal john evel film directed bridge eads the 30 for career july and pressly movie known many well knievel american written jaime drama thompson george gaffe	2004 film by John Badham	2004 badham by john film	Sportspeople
Jelger Wiegersma	<p><b>Jelger Wiegersma</b> (born 4 December 1981) is a Dutch Magic: The Gathering player. Though no longer a professional player, he still regularly attends Pro Tours. He won Pro Tour Seattle 2004 as a member of team <i>Von Dutch</i> with teammates Jeroen Remie and Kamiel Cornelissen. He also won two Grand Prix, in 2003 and 2008. In 2008, he was elected to the Magic: The Gathering Hall of Fame.</p>	tour a attends remie wa jeroen team member two magic born 4 of hall won pro also teammate grand he still 1981 2004 kamiel gathering no prix 2003 2008 is player in to elected the von cornelissen seattle though and jelger longer regularly professional wiegersma december fame with dutch	Dutch player of Magic: The Gathering	dutch gathering of player magic the	Sportspeople
Bram Snepvangers	"<p><b>Bram Snepvangers</b> (born 1976) is a Dutch Magic: The Gathering player. He is now considered retired, but has been on and off the Pro Tour for twelve years. In addition to his success playing Magic, he is known as a community builder both as a judge and a tournament organiser. Each year he hosts an invitational tournament for Dutch players called Bramvitational. Along with Willam ""Huey"" Jensen and Brad Nelson, Snepvangers is one of only three players to have eliminated Kai Budde in the knock-rounds of a Pro Tour. He qualified for every Pro Tour event held in the decade of the 2000s, and participated in all but one of them. He is second only to Raphaël Lévy on the list of players with the most Pro Tour appearances. </p><p>In 2010, Snepvangers was voted into the Hall of Fame, alongside Gabriel Nassif and Brian Kibler. The Dutchman passed the 40% threshold necessary to become a Hall of Famer by a single vote. Snepvangers was not originally announced as an inductee, but it was later discovered that Wizards of the Coast had not used the proper formula to calculate his voting total.</p>"	tour formula 2010 willam his used magic bramvitational builder an invitational announced appearance only he famer decade by bram in to all discovered gabriel 1976 known have considered snepvangers held a one on most wa 40 them playing wizard total judge voted host originally qualified success both brad kai dutchman later is each player that budde 2000s proper been inductee fame with dutch nassif addition off brian it not raphaël participated list of hall calculate gathering threshold into had alongside for and necessary lévy tournament passed second twelve huey now nelson ha organiser knockrounds single born retired eliminated pro kibler every community jensen three event the become year along called voting vote but coast	Dutch Magic: The Gathering player	gathering dutch player magic the	Sportspeople
Frank Karsten (Magic: The Gathering player)	<p><b>Frank Karsten</b> (born 19 June 1984) is a Dutch Magic: The Gathering player. His achievements include three Pro Tour Top 8 appearances, including a second-place finish at the 2005 World Championships, and seven Grand Prix Top 8s. He is a member of the Magic: The Gathering Hall of Fame. Karsten is considered one of the game's foremost analytical minds and writers. He has since been considered mostly retired from Magic Pro Play, and has become a writer for Wizards' Magic event coverage. </p>	tour 2005 foremost a writer one since june 1984 his ha wizard play member magic world born seven retired finish top mind of hall include karsten 8 pro secondplace coverage appearance grand frank he gathering prix is including player 19 achievement three game mostly event the become for been and analytical championship considered from fame at dutch	Dutch Magic: The Gathering player	gathering dutch player magic the	Sportspeople
Fotios Katsikaris	<p><b>Fotios Katsikaris</b> (alternate spelling: Fotis) (Greek: Φώτιος Κατσικάρης, born 16 May 1967) is a Greek professional basketball coach and a former professional basketball player, he was most recently head coach for the Unicaja Málaga of the Spanish Liga ACB. </p><p>Katsikaris has started coaching at the age of 31, following a career as player, and he has worked in Greece, Russia, and Spain. He has also co-operated with the scouting team of the Boston Celtics.[1] </p>	coach fotios a celtics1 κατσικάρης most basketball wa ha cooperated worked acb team greece 16 spain head following born started liga spelling of scouting fotis russia also unicaja alternate he age is with spanish player in greek may career the for 1967 boston recently 31 former and professional málaga katsikaris at φώτιος coaching	Greek professional basketball player and coach	coach and basketball professional player greek	Sportspeople
Loukas Mavrokefalidis	"<p><b>Loukas Mavrokefalidis</b> (alternate spelling: Mavrokefalides) (Greek: Λουκάς Μαυροκεφαλίδης; born July 25, 1984) is a Greek professional basketball player for Ionikos Nikaias of the Greek Basket League. He has also represented the senior Greek national team. He was selected by the Minnesota Timberwolves in the 2nd round (57th overall) of the 2006 NBA draft. </p><p>Born in Jeseník, Czechoslovakia, he is a 2.10 m (6'10 <span role=""math""><span>3</span>⁄<span>4</span></span>""), 120 kg (265 lbs.) center. </p>"	2nd selected a ionikos 120 basketball wa 25 national ha 1984 czechoslovakia jeseník λουκάς team nba mavrokefalidis league 57th born draft spelling of 210 kg minnesota senior mavrokefalides also basket alternate μαυροκεφαλίδης round he nikaias 3⁄4 is by player in greek timberwolves 610 the for 2006 m loukas july professional overall center represented 265 lb	Greek professional basketball player	player basketball greek professional	Sportspeople
Vassilis Toliopoulos	<p><b>Vassilis Toliopoulos</b> (alternative spelling: Vasilis, Vasileios) (Greek: Βασίλης Τολιόπουλος; born 15 June 1996) is a Greek professional basketball player for PAOK of the Greek Basket League and the Basketball Champions League. He is 1.88 m (6 ft 2 in) tall. He can play at both the point guard and shooting guard positions. </p>	vasilis a can basketball june champion guard play league born vasileios 2 spelling of both vassilis basket 188 shooting toliopoulos he point alternative βασίλης 15 is player in greek position tall the for paok m τολιόπουλος and 1996 professional 6 ft at	Greek basketball player (1996-)	player basketball 1996 greek	Sportspeople
Panagiotis Giannakis	"<p><b>Panagiotis Giannakis</b> (Greek: <span lang=""el"">Παναγιώτης Γιαννάκης</span>, <small>pronounced </small><span title=""Representation in the International Phonetic Alphabet (IPA)"">[panaˈʝotiz ʝaˈnacis]</span>; born January 1, 1959), alternatively spelled <b>Panayiotis Yiannakis</b> or <b>Yannakis</b>, is a retired Greek professional basketball player and coach. As a player, he was primarily a point guard, but he could also play at the shooting guard position. During his playing career, Giannakis was also widely-known under his nickname of ""<i><b>O Drákos</b></i>"" (<span title=""Greek-language text""><span lang=""el"">Ο Δράκος</span></span>), or ""<b>The Dragon</b>"" in English.</p><p>A true floor general, Giannakis began his club basketball playing career in Greece, with Ionikos Nikaias. After that, he before moved to the Greek club Aris Thessaloniki, where he spent the most important part of his pro playing career. In Thessaloniki, he helped to lead ""The Yellows"" (Aris) to three consecutive EuroLeague Final Four appearances between 1988 and 1990, as well as to a FIBA European Cup (later renamed to Saporta Cup) title in 1993. In the summer of 1993, he was transferred to the Greek club Panionios Athens, and finally a year later, to the Greek club Panathinaikos Athens, with whom he won a EuroLeague championship in 1996. On February 3, 2008, Giannakis was chosen as one of the 50 Greatest EuroLeague Contributors over the previous half-century by EuroLeague Basketball's Experts Committee.</p><p>Giannakis was, along with Nikos Galis, Panagiotis Fasoulas, and Fanis Christodoulou, one of the four main stars of the legendary late 1980s Greek National Team that put Greece on the world basketball map. He was Greece's team captain, when they won the gold medal at the EuroBasket of 1987, and were the silver-medalists at the same championship two years later. Furthermore, Giannakis was also an important member of the Greek national team, when they reached the EuroBasket's semifinals in 1993 and 1995, as well as the FIBA World Cup's semifinals in 1994. </p><p>After his playing career ended, Giannakis was the head coach of the Athenian professional club team, Maroussi Athens, which he led to the forefront of the Greek League. Giannakis was also the head coach of the Greek EuroLeague powerhouse Olympiacos Piraeus, which he led to the 2010 EuroLeague Final, and of the senior Greek national team. Under Giannakis' guidance, the Greek national team won the gold medal at the 2005 EuroBasket, and the silver medal at the 2006 FIBA World Cup in Japan, where Greece upset Team USA, by a score of 101–95. He was also the head coach of the senior Chinese national team. </p>"	panaˈʝotiz drákos 2005 consecutive eurobaskets true 2010 euroleague his over or guard play panagiotis star whom an four halfcentury club after appearance shooting silvermedalists put he nikaias renamed 2008 usa silver by 1 in general to led they upset professional transferred before alternatively chosen eurobasket a one on which most basketball wa spent playing gold team two league january where o senior summer won late final semifinal later same panayiotis powerhouse is title greatest when furthermore player cup yellow maroussi that career could ʝaˈnacis athenian legendary παναγιώτης captain with fanis main yannakis coach englisha 101–95 part were map fiba athens piraeus finally 1987 greece pronounced during chinese head dragon widelyknown spelled of panathinaikos previous score 50 point floor committeegiannakis olympiacos γιαννάκης ended 1994 forefront yiannakis 1980s 2006 δράκος 1990 and under japan medal moved between ionikos contributor 1959 1995 national european member important guidance world born helped retired february expert fasoulas reached saporta also pro 3 1988 giannakis aris lead panionios nickname three greek position 1993 the ο year along nikos primarily 1996 championship began well galis at but thessaloniki christodoulou	Greek professional basketball player and coach	coach and basketball professional player greek	Sportspeople
Dimitrios Kompodietas	"<p><b>Dimitrios ""Dimitris"" Kompodietas</b> (alternate spelling: Kobodietas) (Greek: <span lang=""el"">Δημήτρης Κομποδιέτας</span>; born April 26, 1985) is a Greek professional basketball player for Palaio Faliro B.C. of the Greek B Basket League. He is a 1.96 m (6'5"") tall shooting guard-small forward. </p> "	δημήτρης a 26 kobodietas basketball forward palaio kompodietas b dimitris 65 196 league born faliro spelling of basket alternate shooting 1985 bc he april is player greek tall the for κομποδιέτας m professional guardsmall dimitrios	basketball player (1985-)	player 1985 basketball	Sportspeople
Lucky Jones	"<p><b>Lucious ""Lucky"" Jones</b> (born April 22, 1993) is an American professional basketball player for BC Ternopil of the Ukrainian Basketball SuperLeague. He played college basketball for Robert Morris, from 2011 until 2015. Jones entered the 2015 NBA draft, but did not get selected. </p>"	selected played basketball lucious college not did 2011 nba get until born 22 an draft ternopil of lucky superleague bc he april is jones player morris 2015 1993 the for entered robert professional from american but ukrainian	American basketball player (1993-)	player american basketball 1993	Sportspeople
Iakovos Milentigievits	"<p><b>Iakovos Milentigievits Alifieris</b> (alternate spelling: Milentijević) (Greek: Ιάκωβος Μιλεντίγιεβιτς Αλιφιέρης; born January 11, 1997) is a Greek professional basketball player. He is 1.90 m (6 ft 2 <span role=""math""><span>3</span>⁄<span>4</span></span> in) tall. He can play at both the point guard and shooting guard positions. </p> "	a can basketball guard play 190 ιάκωβος born january iakovos 2 spelling milentijević both alifieris alternate 1997 shooting he point 3⁄4 is 11 player in greek position tall the milentigievits m and professional 6 ft at μιλεντίγιεβιτς αλιφιέρης	basketball player (1997-)	player 1997 basketball	Sportspeople
Nikos Oikonomou	"<p><b>Nikolaos ""Nikos"" Oikonomou</b> (alternate spellings: Ikonomou, Ekonomou) (Greek: Νικόλαος ""Νίκος"" Οικονόμου; born February 19, 1973) is a retired Greek professional basketball player, and a current professional basketball coach. As a basketball player, he was a 2.08 m (6 ft 10 in) tall power forward and four-time FIBA EuroStar selection. Oikonomou also runs Basket4All, a basketball camp for young children. </p> "	coach a basketball wa forward fiba young oikonomou νικόλαος born 1973 february retired spelling ekonomou current nikolaos also 10 alternate basket4all camp οικονόμου he selection is player in 19 greek νίκος 208 tall for eurostar m nikos power and professional 6 ikonomou run ft fourtime child	basketball player	player basketball	Sportspeople
Vangelis Karampoulas	"<p><b>Evangelos ""Vangelis"" Karampoulas</b> (alternate spellings: Vaggelis, Karaboulas) (Greek: Ευάγγελος ""Βαγγέλης"" Καράμπουλας; born November 18, 1981) is a Greek professional basketball player. He is a 2.00 m (6 ft 6<span role=""math""><span>3</span>⁄<span>4</span></span> in) tall shooting guard–small forward. His nickname is Mr. Promotion, due to the fact that the clubs he plays with almost always get promoted to the next higher league level. </p>"	almost november a basketball forward his higher play get next league born karampoulas 18 spelling always club alternate due shooting he 1981 βαγγέλης promotion promoted is vaggelis player in vangelis nickname greek karaboulas ευάγγελος καράμπουλας to mr that level tall the 63⁄4 m evangelos fact professional 200 6 guard–small ft with	Greek professional basketball player	player basketball greek professional	Sportspeople
Sayeed Pridgett	<p><b>Sayeed Pridgett</b> (born May 22, 1998) is an American professional basketball player for Apollon Limassol B.C. of the Cypriot Basketball League. He played college basketball for the Montana Grizzlies. </p>	played basketball college montana league born 22 an 1998 pridgett of bc he apollon is player limassol may the for grizzly sayeed cypriot professional american	American basketball player	player american basketball	Sportspeople
Roeland Schaftenaar	<p><b>Roeland Pieter Schaftenaar</b> (born 29 July 1988) is a Dutch professional basketball player for Básquet Coruña of the LEB Oro. He is also a member of the Netherlands national basketball team. Standing at 2.11 m (6 ft 11 in), he plays as power forward. </p>	29 a standing basketball forward national 211 team play member born leb of also 1988 pieter he oro is 11 roeland player in schaftenaar coruña the for m power july netherlands professional 6 básquet at ft dutch	Dutch basketball player	player basketball dutch	Sportspeople
Amos Zereoué	"<p class=""mw-empty-elt""> </p> <p><b>Amos L. Zereoué</b> (born October 8, 1976) is a former American football player in the National Football League (NFL). He played college football for West Virginia. He was selected by the Pittsburgh Steelers in the third round (95th overall) of the 1999 NFL Draft. He also played for the Oakland Raiders and New England Patriots. </p><p>He owned and operated a restaurant in Manhattan, New York, called Zereoué. It has since closed.</p>"	l oakland selected a york played college wa national october third england ha 1999 it since nfl pittsburgh raider league born amos draft of 8 also new round owned he is west by 95th operated player in manhattan zereoué closed the steelers for restaurant 1976 former and called overall virginia patriot american football	Running back	back running	Sportspeople
Darío Lecman	<p><b>Darío Lionel Lecman</b> (born September 1, 1971 in Buenos Aires) is a retired male weightlifter from Argentina. He twice competed for his native country at the Summer Olympics: 2000 and 2004. Lecman won three silver medals in a row at the Pan American Games: 1995, 1999 and 2003. He is Jewish.</p>	a 1995 his competed 1999 row september born pan lionel retired twice summer 2000 won he 2004 lecman olympics native 2003 is silver 1 jewish in three game aire the country 1971 for darío male buenos and argentina from american weightlifter medal at	Argentine weightlifter	argentine weightlifter	Sportspeople
Isaac Berger	"<p class=""mw-empty-elt""> </p> <p><b>Isaac ""Ike"" Berger</b> (born November 16, 1936) is an American retired weightlifter, who competed for the United States at the 1956, 1960 and 1964 Olympics and won one gold and two silver medals. He held eight world records (four official and four unofficial), and won the United States national title eight times.</p><p>Berger was born to a rabbi in Jerusalem. He immigrated to the United States when he was in his teens, and became a naturalized American citizen in December 1955.</p><p>Berger was the first featherweight in history to lift more than 800 pounds (360 kg), and the first to press double his body weight. He twice won the world championships and the Pan American Games. In his gold medal performance at the 1957 Maccabiah Games, Berger was the first (and only one until 1998) athlete to set a world record on Israeli land in any sport. He pressed 117 kilograms (258 lb).</p><p>Berger was named to the United States Weightlifters Hall of Fame in 1965, and the International Jewish Sports Hall of Fame in 1980.</p>"	jerusalem immigrated 1956 double his 1965 competed first an 1998 kg four 1936 only united he at silver in to weight 117 american held any a 1960 one on wa kilogram pressed gold lbberger 16 two 1955berger timesberger naturalized isaac won state history teen olympics is title when set game maccabiah eight 258 berger lift fame december 360 1980 performance record ike became 1957 until 1964 pan citizen of hall twice 800 jewish athlete for body and official weightlifter medal land unofficial november sport national rabbi world born retired pound international named more israeli than the featherweight championship press who	American weightlifter	american weightlifter	Sportspeople
Nora Köppel	<p><b>Nora Edith Koppel</b> (born May 19, 1972 in San Miguel de Tucumán, Tucumán) is an Argentine Olympic weightlifter. She has represented her country at the 2000, 2004 and 2008 Olympics. She is Jewish.</p><p>She has had a varied athletic career, beginning when she started gymnastics at the age of 15. Koppel competed on the Argentine National Gymnastics Team. In her twenties, she became a weightlifter. </p><p>In her three Olympic appearance, she earned her highest total in 2004, when she successfully completed a 220-lb snatch and 302.5-lb clean and jerk in the 165-lb category. Before competing in the 2004 Games in Athens, she held the Pan-American record with a 572-lb total.</p>	held olympic 165lb a on nora highest national ha argentine competed miguel edith gymnastics team became total athens record clean born tucumán completed jewishshe started varied snatch an of 220lb san 2000 jerk appearance beginning category 2004 at olympics age 2008 15 is with when in 19 had three her game panamerican may career successfully 1972 country the earned 3025lb koppel twenty and competing de 572lb weightlifter before she represented athletic	Argentine weightlifter	argentine weightlifter	Sportspeople
Frank Spellman	"<p class=""mw-empty-elt""> </p> <p><b>Frank Isaac Spellman</b> (September 17, 1922 – January 12, 2017) was an American middleweight Olympic champion weightlifter. He won a gold medal at the 1948 Olympics, and a bronze medal and a silver medal at the World Championships in 1946–47. He also won a gold medal at the 1950 Maccabiah Games. In the US, Spellman won the 1946 and 1948 Amateur Athletic Union (AAU) National titles. He resumed competing in 1961 and won another AAU title that year. </p>"	olympic a 1946 wa 1948 national champion gold another aau u september 1922 world january 1950 an isaac resumed 17 won 2017 bronze – also 1946–47 frank he at olympics silver title 1961 in middleweight that game amateur maccabiah the year spellman and championship union competing american weightlifter 12 medal athletic	American weightlifter	american weightlifter	Sportspeople
Gary Gubner	<p><b>Gary Jay Gubner</b> (born December 1, 1942) is a retired American heavyweight weightlifter, shot putter, and discus thrower. He had his best results in weightlifting, winning two world championship medals in 1962 and 1965 and placing fourth at the 1964 Summer Olympics. He also attempted to qualify for the 1964 Olympics in throwing events, and finished fifth in the shot put at the U.S. Olympic trials. Gubner set several shot put records, including a 53-foot throw with a 16-lb. ball when he was 16, and three world indoor records in 1962. His best result of 19.80 m placed him second in the 1962 world ranking.</p><p>Inducted into the National Jewish Sports Hall of Fame and Museum, Gubner has also been recognized by the International Jewish Sports Hall of Fame in its 2000 book <i>Jewish Sports Legends</i>.</p>	his 1965 him 16lb rankinginducted put he fifth by 1 in to putter museum american a heavyweight wa placing 16 two throwing jay summer 2000 fourth olympics weightlifting is when set m been 53foot fame december with 1980 gary record it u result 1964 legend of hall thrower throw into including jewish had book qualify shot for gubner and 1962 recognized weightlifter medal olympic second several sport national ha best world born 1942 retired placed also attempted trial indoor international discus three event winning the championship at finished ball	American sportsman	sportsman american	Sportspeople
Grigory Novak	"<p class=""mw-empty-elt""> </p> <p><b>Grigory Irmovich Novak</b> (Russian: <span lang=""ru"">Григорий Ирмович Новак</span>, 5 March 1919 – 10 July 1980) was a Jewish Soviet weightlifter who won a world title in 1946 and a silver medal at the 1952 Summer Olympics. During his career Novak set more than 50 world records, but only 18 became official: 14 in the press and 4 in the snatch.</p><p>As a child he worked in building construction alongside his father, and between 1933 and 1938 was an acrobat and juggler at a circus. In 1937, after the family moved to Kiev, Grigory seriously decided to go in for sports and enrolled in the wrestling section of the Dynamo society. He then started training in wrestling and weightlifting and finished second at the Soviet Weightlifting Championships in 1939. He won the national title in various weight categories in 1940, 1943, 1944–1946, 1948–49 and 1951.</p><p>After the 1952 Olympics, Novak retired from competitions and returned to the circus, where he worked as a strongman, weight juggler and choreographer till his death at the age of 61. He juggled with 30–40 kg weights, and his trademark feats included lifting large platforms on which several people were performing various activities, such as acrobatics, cycling and weightlifting. His two sons, Arkady and Roman, were also strongmen and acrobats, and they performed in the circus alongside his father.</p><p>Novak died of a heart attack while preparing his part of the 1980 Olympic entertainment program.</p>"	trademark building arkady ирмович his worked dynamo feat strongman died 4 новак an kg performing returned choreographer death after only he 30–40 society silver in 61 novak to section while they weight russian 1948–49 large march juggler construction various a on which wa 1938 decided two acrobatics family 18 where juggled kiev included won summer 10 father roman olympics weightlifting title till fathernovak set such career training 14 preparing july 1933 1939 go with seriously child 1980 1943 attack son 1944–1946 were part 1946 entertainment record became during platform started of who – enrolled 50 category wrestling performed soviet program григорий jewish 1952 alongside circus for competition and official people activity from weightlifter medal moved between olympic second several sport grigory 1919 national world 5 1937 retired snatchas irmovich lifting also then age more than the acrobat cycling 1951after heart championship press at but finished 1940	Soviet weightlifter	soviet weightlifter	Sportspeople
KT Rolster	<p><b>kt Rolster</b> is a South Korean multi-gaming organization founded in 1999 with Korean Telecom as the head sponsor. A member of the Korean e-Sports Association, KT Rolster holds one of the richest and most successful <i>StarCraft</i> teams in the world, as well as one of the most successful <i>League of Legends</i> teams in Korea. The StarCraft team has fielded several legendary players throughout the pro-gaming scenes of <i>StarCraft: Brood War</i> and <i>StarCraft II</i>, such as Flash, Nal rA, YellOw, NaDa, NesTea, Reach, Life, TY and Zest. </p>	association life a several war one telecom most nada south ha nal 1999 team member rolster multigaming head league world successful zest progaming legend brood throughout of ty founded starcraft organization ra nestea scene reach is sponsor player in kt yellow such fielded the flash korean legendary esports and richest ii well with hold korea	South Korean esports organization	organization esports korean south	Sportspeople
Life (gamer)	"<p><b>Lee Seung-Hyun</b> (Korean: <span lang=""ko"">이승현</span>) is a former professional <i>StarCraft II</i> player from South Korea who played Zerg under the alias <b>Life</b>. He was on the Korean team Afreeca Freecs, which he joined in January 2016. He has also played for StarTale and KT Rolster. </p><p>On April 21, 2016, South Korean prosecutors announced that they were charging Life, along with Bbyong, with matchfixing. He was convicted and sentenced to eighteen months in prison, suspended for three years, and fined 70,000,000 South Korean won. His WCS Championship was also stripped from him by Blizzard Entertainment, the publisher of Starcraft. ESPN named his match fixing the most disappointing event in ESports in 2016.</p>"	joined suspended his him charging announced he 2016 by in to they matchfixing disappointing former convicted professional afreeca 70000000 a on which most wa prison team january alias publisher won fined is player zerg kt that fixing 21 bbyong korean esports with sentenced korea life were south month entertainment rolster freecs of lee startale for stripped and prosecutor under 이승현 from ii eighteen seunghyun played match ha also starcraft named april three espn event the year along blizzard wcs championship who	South Korean electronic sports player	sport korean south player electronic	Sportspeople
Park Jung-suk (gamer)	"<p><b>Park Jung-suk</b>, also known as <b>Reach</b> or <b>[Oops]Reach</b> (born 27 December 1983) is a professional South Korean <i>StarCraft</i> player.</p><p>Park, who also goes by the usernames Six_Devil_nO.1, ChoGoSy or TechniCal, is recognized as one of the best Protoss players in the world, an accomplishment for which he has been nicknamed ""Hero Toss"". He is skillful at macromanagement and does successful psionic storms and dragoon dancing, but plays relatively inconsistently against Zerg. He won the 2002 Sky Ongamenet StarLeague, beating SlayerS `BoxeR` with a 3–1 score. He uses a Logitech optical mini (a gift from his fanclub) and Samsung DT-35 Black keyboard.</p><p>Park was the first player to achieve 100 Proleague victories, an accomplishment commemorated when he and Lee Jaedong (the second player to reach that benchmark) formed prints of their mouse-controlling hands in clay in a September 2009 ceremony.</p><p>Park is now a coach for <i>League of Legends</i> and <i>Tekken</i> team NaJin e-mFire in Korea.</p>"	toss his or 1983 macromanagement play mini usernames jaedong against first victory an playerpark dancing relatively he by park keyboardpark in to proleague hand tekken known professional samsung a one which optical nicknamed wa skillful team 2009 league successful boxer fanclub formed starleague won hero gift reach is inconsistently when player zerg that storm us sky jungsuk doe korean been december go with dt35 korea coach clay protoss south benchmark achieve september legend of psionic who 3–1 score oopsreach 100 their lee for print and beating recognized technical from ongamenet second 2002 emfire dragoon now black ha mousecontrolling logitech best commemorated najin world born sixdevilno1 also starcraft ceremonypark 27 the slayer chogosy accomplishment at but	South Korean electronic sports player	sport korean south player electronic	Sportspeople
Flash (gamer)	"<link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r1033289096""> <p><b>Lee Young-ho</b> (Korean: <span title=""Korean-language text""><span lang=""ko-Hang"">이영호</span></span>, born 5 July 1992) is a South Korean <i>StarCraft: Brood War</i> and <i>StarCraft II</i> player who played Terran for the Korean pro-gaming team KT Rolster under the alias <b>By.FlaSh</b> or simply <b>Flash</b>. He made his debut as a StarCraft: Brood War player in 2007 and retired on December 19, 2015. Lee began playing <i>StarCraft II</i> competitively in 2011, until his retirement in December 2015. He subsequently returned to playing <i>Starcraft: Brood War</i>, and started his personal broadcast in February 2016 on the AfreecaTV personal broadcasting platform. Since returning to <i>Brood War</i>, Lee has won first place in Seasons 2, 3, 4, and 8 of the Afreeca Starleague. As of 2020, he is still broadcasting personal broadcasts. He is, along with BoxeR, NaDa, Iloveoov, and SAviOr, regarded as the fifth, final, and greatest of the Bonjwas, a title for players who dominated the Korean Brood War scene over long periods of time. He is considered the greatest player of all-time in the Brood War community.</p>"	war his over or first season 4 brood broadcasting returned he still fifth 2016 alltime in to 2007 broadcast personal considered afreeca 이영호 simply a time on playing team retirement 2011 2020 progaming boxer alias starleague won final bonjwas is greatest title player 19 kt byflash flash korean july december with youngho since south 1992 rolster returning until platform started of 8 afreecatv long lee dominated for regarded and under ii iloveoov place played nada ha terran born 5 made period debut retired february 2 3 starcraft scene community 2015 competitively the along began who subsequently savior	South Korean electronic sports player	sport korean south player electronic	Sportspeople
Hong Jin-ho	"<p class=""mw-empty-elt""> </p> <p><b>Hong Jin-ho</b> (born 31 October 1982) is a South Korean television personality and former professional StarCraft player who plays under the alias <b>[NC]...YellOw</b> or simply <b>YellOw</b>. In 2012, he became the coach of the Xenics Storm <i>League of Legends</i> pro gaming team. As a television personality, he is most known for his appearances in the reality survival show <i>The Genius</i> and the variety show <i>Crime Scene</i>. </p>"	reality simply a coach variety most television october south his or became team play show personality league born 1982 legend of alias starcraft pro appearance he crime survival scene is player in yellow ncyellow gaming storm the hong for 31 korean former and xenics known under jinho professional genius who 2012	Korean progamer	progamer korean	Sportspeople
List of France national rugby union players	"<p class=""mw-empty-elt""> </p> <p><b>List of France national rugby union players</b> is a list of people who have played for the France national rugby union team. The list only includes players who have played in a Test match. </p><p>Note that the ""position"" column lists the position at which the player made his Test debut, not necessarily the position for which he is best known. A position in parentheses indicates that the player debuted as a substitute. </p> "	a which necessarily played parenthesis national match his not team best debuted column made debut list of rugby test indicates only he at includes is player in position that france the for substitute note known people union have who	Wikimedia list article	wikimedia article list	Sportspeople
List of France women's international footballers	"<p class=""mw-empty-elt""> </p> <p>The France women's national football team (French: <i lang=""fr"">Equipe de France Féminine</i>) represents the nation of France in international women's association football. It is fielded by the French Football Federation (FFF) (French: <i lang=""fr"">Fédération Française de Football</i>), the governing body of football in France, and competes as a member of the Union of European Football Associations (UEFA), which encompasses the countries of Europe. The team played its first official international match under FFF jurisdiction on 17 April 1971 against the Netherlands. Since its first competitive match under the federation, more than 260 players have made at least one international appearance for the team. </p>"	association uefa a one equipe which on played since national match féminine it european team governing member made first against jurisdiction of encompasses europe 260 17 nation least appearance woman competitive française federation international french april is by player in more fédération france than fielded the country body 1971 for and under official fff union netherlands have de represents at football competes	Wikimedia list article	wikimedia article list	Sportspeople
List of Olympic female artistic gymnasts for France	<p> Gymnastics events have been staged at the Olympic Games since 1896. French female gymnasts have participated in every Summer Olympics since 1928, except for 1932, 1936, and 1980. A total of 64 female gymnasts have represented France. French women have won one medal at the Olympics: the 2004 uneven bars gold, which was won by Émilie Le Pennec.</p>	olympic a one which since wa gold émilie total represented staged female participated pennec except of 1936 summer won woman le every 2004 olympics french by 64 gymnast in 1896 uneven game france event the for been and 1932 have bar medal at gymnastics 1928 1980	Wikimedia list article	wikimedia article list	Sportspeople
List of Olympic men's ice hockey players for France	"<p class=""mw-empty-elt""> </p> <p>The <b>list of Olympic men's ice hockey players for France</b> consisted of 96 skaters and 17 goaltenders. Men's ice hockey tournaments have been staged at the Olympic Games since 1920 (it was introduced at the 1920 Summer Olympics, and was permanently added to the Winter Olympic Games in 1924). France has participated in ten tournaments, the first in 1920 and the most recent in 2002. France hosted the 1924, 1968, and 1992 Winter Olympics. France's best finish is fifth overall, which they achieved at both the 1924 and 1928 Winter Olympics, while their lowest finish was fourteenth, in 1968 and 2002. </p><p>Philippe Bozon has scored the most goals, with 14, assists, 9, and has the most points, 23. Denis Perez has competed in the most Olympics, appearing in five tournaments, and has played the most games of any skater, with 29. </p><p>Three players, Philippe Bozon, Jacques Lacarrière, and Philippe Lacarrière have been inducted into the International Ice Hockey Federation Hall of Fame, though Philippe Lacarrière was inducted as a builder.</p>"	29 96 lowest competed winter builder first inducted finish fourteenth bozon fifth consisted scored in while to 1968 they goal have men introduced any a philippe which most wa 23 perez jacques both summer olympics 1920 is goaltender player france game 14 ice been fame with achieved since 1992 it staged participated list of hall point federation their into recent assist for and added ten tournament denis 9 1924 olympic 2002 played hosted ha best 17 permanently international three the appearing skater hockey though overall five lacarrière at 1928	Wikimedia list article	wikimedia article list	Sportspeople
